LOCAL-031252;Freguesia;Avidos e Lagoa
LOCAL-031253;Freguesia;Carreira e Bente
LOCAL-031254;Freguesia;Esmeriz e Cabeçudos
LOCAL-031255;Freguesia;Gondifelos, Cavalões e Outiz
LOCAL-031256;Freguesia;Lemenhe, Mouquim e Jesufrei
LOCAL-031257;Freguesia;Ruivães e Novais
LOCAL-031258;Freguesia;Seide
LOCAL-031259;Freguesia;Vale (São Cosme), Telhado e Portela
LOCAL-031260;Freguesia;Vila Nova de Famalicão e Calendário
LOCAL-031300;Concelho;Vila Verde
LOCAL-031304;Freguesia;Atiães
LOCAL-031308;Freguesia;Cabanelas
LOCAL-031309;Freguesia;Cervães
LOCAL-031311;Freguesia;Coucieiro
LOCAL-031313;Freguesia;Dossãos
LOCAL-031316;Freguesia;Freiriz
LOCAL-031317;Freguesia;Gême
LOCAL-031323;Freguesia;Lage
LOCAL-031324;Freguesia;Lanhas
LOCAL-031325;Freguesia;Loureira
LOCAL-031328;Freguesia;Moure
LOCAL-031330;Freguesia;Oleiros
LOCAL-031331;Freguesia;Parada de Gatim
LOCAL-031335;Freguesia;Pico
LOCAL-031337;Freguesia;Ponte
LOCAL-031340;Freguesia;Sabariz
LOCAL-031342;Freguesia;Vila de Prado
LOCAL-031350;Freguesia;Prado (São Miguel)
LOCAL-031352;Freguesia;Soutelo
LOCAL-031354;Freguesia;Turiz
LOCAL-031355;Freguesia;Valdreu
LOCAL-031359;Freguesia;Aboim da Nóbrega e Gondomar
LOCAL-031360;Freguesia;Ribeira do Neiva
LOCAL-031361;Freguesia;Carreiras (São Miguel) e Carreiras (Santiago)
LOCAL-031362;Freguesia;Escariz (São Mamede) e Escariz (São Martinho)
LOCAL-031363;Freguesia;Esqueiros, Nevogilde e Travassós
LOCAL-031364;Freguesia;Marrancos e Arcozelo
LOCAL-031365;Freguesia;Oriz (Santa Marinha) e Oriz (São Miguel)
LOCAL-031366;Freguesia;Pico de Regalados, Gondiães e Mós
LOCAL-031367;Freguesia;Sande, Vilarinho, Barros e Gomide
LOCAL-031368;Freguesia;Valbom (São Pedro), Passô e Valbom (São Martinho)
LOCAL-031369;Freguesia;Vade
LOCAL-031370;Freguesia;Vila Verde e Barbudo
LOCAL-031400;Concelho;Vizela
LOCAL-031401;Freguesia;Santa Eulália
LOCAL-031404;Freguesia;Infias
LOCAL-031406;Freguesia;Vizela (Santo Adrião)
LOCAL-031408;Freguesia;Caldas de Vizela (São Miguel e São João)
LOCAL-031409;Freguesia;Tagilde e Vizela (São Paio)
LOCAL-040000;Distrito;Bragança
LOCAL-040100;Concelho;Alfândega da Fé
LOCAL-040102;Freguesia;Alfândega da Fé
LOCAL-040103;Freguesia;Cerejais
LOCAL-040111;Freguesia;Sambade
LOCAL-040118;Freguesia;Vilar Chão
LOCAL-040119;Freguesia;Vilarelhos
LOCAL-040120;Freguesia;Vilares de Vilariça
LOCAL-040121;Freguesia;Agrobom, Saldonha e Vale Pereiro
LOCAL-040122;Freguesia;Eucisia, Gouveia e Valverde
LOCAL-040123;Freguesia;Ferradosa e Sendim da Serra
LOCAL-040124;Freguesia;Gebelim e Soeima
LOCAL-040125;Freguesia;Parada e Sendim da Ribeira
LOCAL-040126;Freguesia;Pombal e Vales
LOCAL-040200;Concelho;Bragança
LOCAL-040201;Freguesia;Alfaião
LOCAL-040203;Freguesia;Babe
LOCAL-040204;Freguesia;Baçal
LOCAL-040206;Freguesia;Carragosa
LOCAL-040209;Freguesia;Castro de Avelãs
LOCAL-040210;Freguesia;Coelhoso
LOCAL-040212;Freguesia;Donai
LOCAL-040213;Freguesia;Espinhosela
LOCAL-040215;Freguesia;França
LOCAL-040216;Freguesia;Gimonde
LOCAL-040217;Freguesia;Gondesende
LOCAL-040218;Freguesia;Gostei
LOCAL-040219;Freguesia;Grijó de Parada
LOCAL-040221;Freguesia;Macedo do Mato
LOCAL-040224;Freguesia;Mós
LOCAL-040225;Freguesia;Nogueira
LOCAL-040226;Freguesia;Outeiro
LOCAL-040229;Freguesia;Parâmio
LOCAL-040230;Freguesia;Pinela
LOCAL-040232;Freguesia;Quintanilha
LOCAL-040233;Freguesia;Quintela de Lampaças
LOCAL-040234;Freguesia;Rabal
LOCAL-040236;Freguesia;Rebordãos
LOCAL-040239;Freguesia;Salsas
LOCAL-040240;Freguesia;Samil
LOCAL-040241;Freguesia;Santa Comba de Rossas
LOCAL-040244;Freguesia;São Pedro de Sarracenos
LOCAL-040246;Freguesia;Sendas
LOCAL-040247;Freguesia;Serapicos
LOCAL-040248;Freguesia;Sortes
LOCAL-040249;Freguesia;Zoio
LOCAL-040250;Freguesia;Aveleda e Rio de Onor
LOCAL-040251;Freguesia;Castrelos e Carrazedo
LOCAL-040252;Freguesia;Izeda, Calvelhe e Paradinha Nova
LOCAL-040253;Freguesia;Parada e Faílde
LOCAL-040254;Freguesia;Rebordainhos e Pombares
LOCAL-040255;Freguesia;Rio Frio e Milhão
LOCAL-040256;Freguesia;São Julião de Palácios e Deilão
LOCAL-040257;Freguesia;Sé, Santa Maria e Meixedo
LOCAL-040300;Concelho;Carrazeda de Ansiães
LOCAL-040304;Freguesia;Carrazeda de Ansiães
LOCAL-040306;Freguesia;Fonte Longa
LOCAL-040308;Freguesia;Linhares
LOCAL-040309;Freguesia;Marzagão
LOCAL-040311;Freguesia;Parambos
LOCAL-040312;Freguesia;Pereiros
LOCAL-040313;Freguesia;Pinhal do Norte
LOCAL-040314;Freguesia;Pombal
LOCAL-040316;Freguesia;Seixo de Ansiães
LOCAL-040318;Freguesia;Vilarinho da Castanheira
LOCAL-040320;Freguesia;Amedo e Zedes
LOCAL-040321;Freguesia;Belver e Mogo de Malta
LOCAL-040322;Freguesia;Castanheiro do Norte e Ribalonga
LOCAL-040323;Freguesia;Lavandeira, Beira Grande e Selores
LOCAL-040400;Concelho;Freixo de Espada à Cinta
LOCAL-040404;Freguesia;Ligares
LOCAL-040406;Freguesia;Poiares
LOCAL-040407;Freguesia;Freixo de Espada à Cinta e Mazouco
LOCAL-040408;Freguesia;Lagoaça e Fornos
LOCAL-040500;Concelho;Macedo de Cavaleiros
LOCAL-040502;Freguesia;Amendoeira
LOCAL-040503;Freguesia;Arcas
LOCAL-040507;Freguesia;Carrapatas
LOCAL-040509;Freguesia;Chacim
LOCAL-040510;Freguesia;Cortiços
LOCAL-040511;Freguesia;Corujas
LOCAL-040514;Freguesia;Ferreira
LOCAL-040515;Freguesia;Grijó
LOCAL-040516;Freguesia;Lagoa
LOCAL-040517;Freguesia;Lamalonga
LOCAL-040518;Freguesia;Lamas
LOCAL-040519;Freguesia;Lombo
LOCAL-040520;Freguesia;Macedo de Cavaleiros
LOCAL-040521;Freguesia;Morais
LOCAL-040523;Freguesia;Olmos
LOCAL-040524;Freguesia;Peredo
LOCAL-040526;Freguesia;Salselas
LOCAL-040528;Freguesia;Sezulfe
LOCAL-040530;Freguesia;Talhas
LOCAL-040532;Freguesia;Vale Benfeito
LOCAL-040533;Freguesia;Vale da Porca
LOCAL-040534;Freguesia;Vale de Prados
LOCAL-040536;Freguesia;Vilarinho de Agrochão
LOCAL-040538;Freguesia;Vinhas
LOCAL-040539;Freguesia;Ala e Vilarinho do Monte
LOCAL-040540;Freguesia;Bornes e Burga
LOCAL-040541;Freguesia;Castelãos e Vilar do Monte
LOCAL-040542;Freguesia;Espadanedo, Edroso, Murçós e Soutelo Mourisco
LOCAL-040543;Freguesia;Podence e Santa Combinha
LOCAL-040544;Freguesia;Talhinhas e Bagueixe
LOCAL-040600;Concelho;Miranda do Douro
LOCAL-040604;Freguesia;Duas Igrejas
LOCAL-040605;Freguesia;Genísio
LOCAL-040607;Freguesia;Malhadas
LOCAL-040608;Freguesia;Miranda do Douro
LOCAL-040609;Freguesia;Palaçoulo
LOCAL-040611;Freguesia;Picote
LOCAL-040612;Freguesia;Póvoa
LOCAL-040613;Freguesia;São Martinho de Angueira
LOCAL-040616;Freguesia;Vila Chã de Braciosa
LOCAL-040618;Freguesia;Constantim e Cicouro
LOCAL-040619;Freguesia;Ifanes e Paradela
LOCAL-040620;Freguesia;Sendim e Atenor
LOCAL-040621;Freguesia;Silva e Águas Vivas
LOCAL-040700;Concelho;Mirandela
LOCAL-040701;Freguesia;Abambres
LOCAL-040702;Freguesia;Abreiro
LOCAL-040703;Freguesia;Aguieiras
LOCAL-040704;Freguesia;Alvites
LOCAL-040708;Freguesia;Bouça
LOCAL-040709;Freguesia;Cabanelas
LOCAL-040710;Freguesia;Caravelas
LOCAL-040711;Freguesia;Carvalhais
LOCAL-040712;Freguesia;Cedães
LOCAL-040713;Freguesia;Cobro
LOCAL-040714;Freguesia;Fradizela
LOCAL-040716;Freguesia;Frechas
LOCAL-040718;Freguesia;Lamas de Orelhão
LOCAL-040720;Freguesia;Mascarenhas
LOCAL-040721;Freguesia;Mirandela
LOCAL-040722;Freguesia;Múrias
LOCAL-040724;Freguesia;Passos
LOCAL-040727;Freguesia;São Pedro Velho
LOCAL-040728;Freguesia;São Salvador
LOCAL-040729;Freguesia;Suçães
LOCAL-040730;Freguesia;Torre de Dona Chama
LOCAL-040731;Freguesia;Vale de Asnes
LOCAL-040732;Freguesia;Vale de Gouvinhas
LOCAL-040733;Freguesia;Vale de Salgueiro
LOCAL-040734;Freguesia;Vale de Telhas
LOCAL-040738;Freguesia;Avantos e Romeu
LOCAL-040739;Freguesia;Avidagos, Navalho e Pereira
LOCAL-040740;Freguesia;Barcel, Marmelos e Valverde da Gestosa
LOCAL-040741;Freguesia;Franco e Vila Boa
LOCAL-040742;Freguesia;Freixeda e Vila Verde
LOCAL-040800;Concelho;Mogadouro
LOCAL-040801;Freguesia;Azinhoso
LOCAL-040802;Freguesia;Bemposta
LOCAL-040803;Freguesia;Bruçó
LOCAL-040804;Freguesia;Brunhoso
LOCAL-040807;Freguesia;Castelo Branco
LOCAL-040808;Freguesia;Castro Vicente
LOCAL-040809;Freguesia;Meirinhos
LOCAL-040811;Freguesia;Paradela
LOCAL-040812;Freguesia;Penas Roias
LOCAL-040813;Freguesia;Peredo da Bemposta
LOCAL-040815;Freguesia;Saldanha
LOCAL-040817;Freguesia;São Martinho do Peso
LOCAL-040819;Freguesia;Tó
LOCAL-040820;Freguesia;Travanca
LOCAL-040821;Freguesia;Urrós
LOCAL-040822;Freguesia;Vale da Madre
LOCAL-040826;Freguesia;Vila de Ala
LOCAL-040829;Freguesia;Brunhozinho, Castanheira e Sanhoane
LOCAL-040830;Freguesia;Mogadouro, Valverde, Vale de Porco e Vilar de Rei
LOCAL-040831;Freguesia;Remondes e Soutelo
LOCAL-040832;Freguesia;Vilarinho dos Galegos e Ventozelo
LOCAL-040900;Concelho;Torre de Moncorvo
LOCAL-040901;Freguesia;Açoreira
LOCAL-040903;Freguesia;Cabeça Boa
LOCAL-040905;Freguesia;Carviçais
LOCAL-040906;Freguesia;Castedo
LOCAL-040909;Freguesia;Horta da Vilariça
LOCAL-040910;Freguesia;Larinho
LOCAL-040911;Freguesia;Lousa
LOCAL-040913;Freguesia;Mós
LOCAL-040916;Freguesia;Torre de Moncorvo
LOCAL-040918;Freguesia;Adeganha e Cardanha
LOCAL-040919;Freguesia;Felgar e Souto da Velha
LOCAL-040920;Freguesia;Felgueiras e Maçores
LOCAL-040921;Freguesia;Urros e Peredo dos Castelhanos
LOCAL-041000;Concelho;Vila Flor
LOCAL-041002;Freguesia;Benlhevai
LOCAL-041005;Freguesia;Freixiel
LOCAL-041009;Freguesia;Roios
LOCAL-041010;Freguesia;Samões
LOCAL-041011;Freguesia;Sampaio
LOCAL-041012;Freguesia;Santa Comba de Vilariça
LOCAL-041013;Freguesia;Seixo de Manhoses
LOCAL-041014;Freguesia;Trindade
LOCAL-041015;Freguesia;Vale Frechoso
LOCAL-041020;Freguesia;Assares e Lodões
LOCAL-041021;Freguesia;Candoso e Carvalho de Egas
LOCAL-041022;Freguesia;Valtorno e Mourão
LOCAL-041023;Freguesia;Vila Flor e Nabo
LOCAL-041024;Freguesia;Vilas Boas e Vilarinho das Azenhas
LOCAL-041100;Concelho;Vimioso
LOCAL-041103;Freguesia;Argozelo
LOCAL-041107;Freguesia;Carção
LOCAL-041108;Freguesia;Matela
LOCAL-041109;Freguesia;Pinelo
LOCAL-041110;Freguesia;Santulhão
LOCAL-041113;Freguesia;Vilar Seco
LOCAL-041114;Freguesia;Vimioso
LOCAL-041115;Freguesia;Algoso, Campo de Víboras e Uva
LOCAL-041116;Freguesia;Caçarelhos e Angueira
LOCAL-041117;Freguesia;Vale de Frades e Avelanoso
LOCAL-041200;Concelho;Vinhais
LOCAL-041201;Freguesia;Agrochão
LOCAL-041203;Freguesia;Candedo
LOCAL-041204;Freguesia;Celas
LOCAL-041206;Freguesia;Edral
LOCAL-041207;Freguesia;Edrosa
LOCAL-041208;Freguesia;Ervedosa
LOCAL-041215;Freguesia;Paçó
LOCAL-041216;Freguesia;Penhas Juntas
LOCAL-041219;Freguesia;Rebordelo
LOCAL-041221;Freguesia;Santalha
LOCAL-041226;Freguesia;Tuizelo
LOCAL-041227;Freguesia;Vale das Fontes
LOCAL-041229;Freguesia;Vila Boa de Ousilhão
LOCAL-041230;Freguesia;Vila Verde
LOCAL-041232;Freguesia;Vilar de Ossos
LOCAL-041233;Freguesia;Vilar de Peregrinos
LOCAL-041234;Freguesia;Vilar Seco de Lomba
LOCAL-041235;Freguesia;Vinhais
LOCAL-041236;Freguesia;Curopos e Vale de Janeiro
LOCAL-041237;Freguesia;Moimenta e Montouto
LOCAL-041238;Freguesia;Nunes e Ousilhão
LOCAL-041239;Freguesia;Quirás e Pinheiro Novo
LOCAL-041240;Freguesia;Sobreiro de Baixo e Alvaredos
LOCAL-041241;Freguesia;Soeira, Fresulfe e Mofreita
LOCAL-041242;Freguesia;Travanca e Santa Cruz
LOCAL-041243;Freguesia;Vilar de Lomba e São Jomil
LOCAL-050000;Distrito;Castelo Branco
LOCAL-050100;Concelho;Belmonte
LOCAL-050102;Freguesia;Caria
LOCAL-050104;Freguesia;Inguias
LOCAL-050105;Freguesia;Maçainhas
LOCAL-050106;Freguesia;Belmonte e Colmeal da Torre
LOCAL-050200;Concelho;Castelo Branco
LOCAL-050201;Freguesia;Alcains
LOCAL-050202;Freguesia;Almaceda
LOCAL-050203;Freguesia;Benquerenças
LOCAL-050205;Freguesia;Castelo Branco
LOCAL-050211;Freguesia;Lardosa
LOCAL-050212;Freguesia;Louriçal do Campo
LOCAL-050214;Freguesia;Malpica do Tejo
LOCAL-050216;Freguesia;Monforte da Beira
LOCAL-050220;Freguesia;Salgueiro do Campo
LOCAL-050221;Freguesia;Santo André das Tojeiras
LOCAL-050222;Freguesia;São Vicente da Beira
LOCAL-050223;Freguesia;Sarzedas
LOCAL-050225;Freguesia;Tinalhas
LOCAL-050226;Freguesia;Cebolais de Cima e Retaxo
LOCAL-050227;Freguesia;Escalos de Baixo e Mata
LOCAL-050228;Freguesia;Escalos de Cima e Lousa
LOCAL-050229;Freguesia;Freixial e Juncal do Campo
LOCAL-050230;Freguesia;Ninho do Açor e Sobral do Campo
LOCAL-050231;Freguesia;Póvoa de Rio de Moinhos e Cafede
LOCAL-050300;Concelho;Covilhã
LOCAL-050302;Freguesia;Aldeia de São Francisco de Assis
LOCAL-050305;Freguesia;Boidobra
LOCAL-050308;Freguesia;Cortes do Meio
LOCAL-050309;Freguesia;Dominguizo
LOCAL-050310;Freguesia;Erada
LOCAL-050311;Freguesia;Ferro
LOCAL-050312;Freguesia;Orjais
LOCAL-050314;Freguesia;Paul
LOCAL-050315;Freguesia;Peraboa
LOCAL-050318;Freguesia;São Jorge da Beira
LOCAL-050322;Freguesia;Sobral de São Miguel
LOCAL-050324;Freguesia;Tortosendo
LOCAL-050325;Freguesia;Unhais da Serra
LOCAL-050327;Freguesia;Verdelhos
LOCAL-050332;Freguesia;Barco e Coutada
LOCAL-050333;Freguesia;Cantar-Galo e Vila do Carvalho
LOCAL-050334;Freguesia;Casegas e Ourondo
LOCAL-050335;Freguesia;Covilhã e Canhoso
LOCAL-050336;Freguesia;Peso e Vales do Rio
LOCAL-050337;Freguesia;Teixoso e Sarzedo
LOCAL-050338;Freguesia;Vale Formoso e Aldeia do Souto
LOCAL-050400;Concelho;Fundão
LOCAL-050401;Freguesia;Alcaide
LOCAL-050402;Freguesia;Alcaria
LOCAL-050403;Freguesia;Alcongosta
LOCAL-050406;Freguesia;Alpedrinha
LOCAL-050408;Freguesia;Barroca
LOCAL-050410;Freguesia;Bogas de Cima
LOCAL-050411;Freguesia;Capinha
LOCAL-050412;Freguesia;Castelejo
LOCAL-050413;Freguesia;Castelo Novo
LOCAL-050416;Freguesia;Fatela
LOCAL-050419;Freguesia;Lavacolhos
LOCAL-050420;Freguesia;Orca
LOCAL-050421;Freguesia;Pêro Viseu
LOCAL-050424;Freguesia;Silvares
LOCAL-050425;Freguesia;Soalheira
LOCAL-050426;Freguesia;Souto da Casa
LOCAL-050427;Freguesia;Telhado
LOCAL-050431;Freguesia;Enxames
LOCAL-050432;Freguesia;Três Povos
LOCAL-050433;Freguesia;Janeiro de Cima e Bogas de Baixo
LOCAL-050434;Freguesia;Fundão, Valverde, Donas e Aldeias de Joanes e Cabo
LOCAL-050435;Freguesia;Póvoa de Atalaia e Atalaia do Campo
LOCAL-050436;Freguesia;Vale de Prazeres e Mata da Rainha
LOCAL-050500;Concelho;Idanha-a-Nova
LOCAL-050502;Freguesia;Aldeia de Santa Margarida
LOCAL-050505;Freguesia;Ladoeiro
LOCAL-050506;Freguesia;Medelim
LOCAL-050509;Freguesia;Oledo
LOCAL-050510;Freguesia;Penha Garcia
LOCAL-050511;Freguesia;Proença-a-Velha
LOCAL-050512;Freguesia;Rosmaninhal
LOCAL-050514;Freguesia;São Miguel de Acha
LOCAL-050516;Freguesia;Toulões
LOCAL-050518;Freguesia;Idanha-a-Nova e Alcafozes
LOCAL-050519;Freguesia;Monfortinho e Salvaterra do Extremo
LOCAL-050520;Freguesia;Monsanto e Idanha-a-Velha
LOCAL-050521;Freguesia;Zebreira e Segura
LOCAL-050600;Concelho;Oleiros
LOCAL-050601;Freguesia;Álvaro
LOCAL-050603;Freguesia;Cambas
LOCAL-050605;Freguesia;Isna
LOCAL-050606;Freguesia;Madeirã
LOCAL-050607;Freguesia;Mosteiro
LOCAL-050609;Freguesia;Orvalho
LOCAL-050610;Freguesia;Sarnadas de São Simão
LOCAL-050611;Freguesia;Sobral
LOCAL-050613;Freguesia;Estreito-Vilar Barroco
LOCAL-050614;Freguesia;Oleiros-Amieira
LOCAL-050700;Concelho;Penamacor
LOCAL-050704;Freguesia;Aranhas
LOCAL-050706;Freguesia;Benquerença
LOCAL-050707;Freguesia;Meimão
LOCAL-050708;Freguesia;Meimoa
LOCAL-050710;Freguesia;Penamacor
LOCAL-050711;Freguesia;Salvador
LOCAL-050712;Freguesia;Vale da Senhora da Póvoa
LOCAL-050713;Freguesia;Aldeia do Bispo, Águas e Aldeia de João Pires
LOCAL-050714;Freguesia;Pedrógão de São Pedro e Bemposta
LOCAL-050800;Concelho;Proença-a-Nova
LOCAL-050802;Freguesia;Montes da Senhora
LOCAL-050805;Freguesia;São Pedro do Esteval
LOCAL-050807;Freguesia;Proença-a-Nova e Peral
LOCAL-050808;Freguesia;Sobreira Formosa e Alvito da Beira
LOCAL-050900;Concelho;Sertã
LOCAL-050901;Freguesia;Cabeçudo
LOCAL-050902;Freguesia;Carvalhal
LOCAL-050903;Freguesia;Castelo
LOCAL-050911;Freguesia;Pedrógão Pequeno
LOCAL-050912;Freguesia;Sertã
LOCAL-050913;Freguesia;Troviscal
LOCAL-050914;Freguesia;Várzea dos Cavaleiros
LOCAL-050915;Freguesia;Cernache do Bonjardim, Nesperal e Palhais
LOCAL-050916;Freguesia;Cumeada e Marmeleiro
LOCAL-050917;Freguesia;Ermida e Figueiredo
LOCAL-051000;Concelho;Vila de Rei
LOCAL-051001;Freguesia;Fundada
LOCAL-051002;Freguesia;São João do Peso
LOCAL-051003;Freguesia;Vila de Rei
LOCAL-051100;Concelho;Vila Velha de Ródão
LOCAL-051101;Freguesia;Fratel
LOCAL-051102;Freguesia;Perais
LOCAL-051103;Freguesia;Sarnadas de Ródão
LOCAL-051104;Freguesia;Vila Velha de Ródão
LOCAL-060000;Distrito;Coimbra
LOCAL-060100;Concelho;Arganil
LOCAL-060102;Freguesia;Arganil
LOCAL-060104;Freguesia;Benfeita
LOCAL-060105;Freguesia;Celavisa
LOCAL-060109;Freguesia;Folques
LOCAL-060111;Freguesia;Piódão
LOCAL-060112;Freguesia;Pomares
LOCAL-060113;Freguesia;Pombeiro da Beira
LOCAL-060114;Freguesia;São Martinho da Cortiça
LOCAL-060115;Freguesia;Sarzedo
LOCAL-060116;Freguesia;Secarias
LOCAL-060119;Freguesia;Cepos e Teixeira
LOCAL-060120;Freguesia;Cerdeira e Moura da Serra
LOCAL-060121;Freguesia;Côja e Barril de Alva
LOCAL-060122;Freguesia;Vila Cova de Alva e Anseriz
LOCAL-060200;Concelho;Cantanhede
LOCAL-060201;Freguesia;Ançã
LOCAL-060203;Freguesia;Cadima
LOCAL-060205;Freguesia;Cordinhã
LOCAL-060207;Freguesia;Febres
LOCAL-060208;Freguesia;Murtede
LOCAL-060209;Freguesia;Ourentã
LOCAL-060214;Freguesia;Tocha
LOCAL-060215;Freguesia;São Caetano
LOCAL-060218;Freguesia;Sanguinheira
LOCAL-060220;Freguesia;Cantanhede e Pocariça
LOCAL-060221;Freguesia;Covões e Camarneira
LOCAL-060222;Freguesia;Portunhos e Outil
LOCAL-060223;Freguesia;Sepins e Bolho
LOCAL-060224;Freguesia;Vilamar e Corticeiro de Cima
LOCAL-060300;Concelho;Coimbra
LOCAL-060301;Freguesia;Almalaguês
LOCAL-060309;Freguesia;Brasfemes
LOCAL-060311;Freguesia;Ceira
LOCAL-060312;Freguesia;Cernache
LOCAL-060318;Freguesia;Santo António dos Olivais
LOCAL-060320;Freguesia;São João do Campo
LOCAL-060324;Freguesia;São Silvestre
LOCAL-060329;Freguesia;Torres do Mondego
LOCAL-060332;Freguesia;Antuzede e Vil de Matos
LOCAL-060333;Freguesia;Assafarge e Antanhol
LOCAL-060334;Freguesia;Sé Nova, Santa Cruz, Almedina e São Bartolomeu
LOCAL-060335;Freguesia;Eiras e São Paulo de Frades
LOCAL-060336;Freguesia;Santa Clara e Castelo Viegas
LOCAL-060337;Freguesia;São Martinho de Árvore e Lamarosa
LOCAL-060338;Freguesia;São Martinho do Bispo e Ribeira de Frades
LOCAL-060339;Freguesia;Souselas e Botão
LOCAL-060340;Freguesia;Taveiro, Ameal e Arzila
LOCAL-060341;Freguesia;Trouxemil e Torre de Vilela
LOCAL-060400;Concelho;Condeixa-a-Nova
LOCAL-060401;Freguesia;Anobra
LOCAL-060406;Freguesia;Ega
LOCAL-060407;Freguesia;Furadouro
LOCAL-060410;Freguesia;Zambujal
LOCAL-060411;Freguesia;Condeixa-a-Velha e Condeixa-a-Nova
LOCAL-060412;Freguesia;Sebal e Belide
LOCAL-060413;Freguesia;Vila Seca e Bem da Fé
LOCAL-060500;Concelho;Figueira da Foz
LOCAL-060502;Freguesia;Alqueidão
LOCAL-060507;Freguesia;Maiorca
LOCAL-060508;Freguesia;Marinha das Ondas
LOCAL-060512;Freguesia;Tavarede
LOCAL-060513;Freguesia;Vila Verde
LOCAL-060514;Freguesia;São Pedro
LOCAL-060515;Freguesia;Bom Sucesso
LOCAL-060518;Freguesia;Moinhos da Gândara
LOCAL-060519;Freguesia;Alhadas
LOCAL-060520;Freguesia;Buarcos e São Julião
LOCAL-060521;Freguesia;Ferreira-a-Nova
LOCAL-060522;Freguesia;Lavos
LOCAL-060523;Freguesia;Paião
LOCAL-060524;Freguesia;Quiaios
LOCAL-060600;Concelho;Góis
LOCAL-060601;Freguesia;Alvares
LOCAL-060604;Freguesia;Góis
LOCAL-060605;Freguesia;Vila Nova do Ceira
LOCAL-060606;Freguesia;Cadafaz e Colmeal
LOCAL-060700;Concelho;Lousã
LOCAL-060704;Freguesia;Serpins
LOCAL-060706;Freguesia;Gândaras
LOCAL-060707;Freguesia;Foz de Arouce e Casal de Ermio
LOCAL-060708;Freguesia;Lousã e Vilarinho
LOCAL-060800;Concelho;Mira
LOCAL-060801;Freguesia;Mira
LOCAL-060802;Freguesia;Seixo
LOCAL-060803;Freguesia;Carapelhos
LOCAL-060804;Freguesia;Praia de Mira
LOCAL-060900;Concelho;Miranda do Corvo
LOCAL-060901;Freguesia;Lamas
LOCAL-060902;Freguesia;Miranda do Corvo
LOCAL-060905;Freguesia;Vila Nova
LOCAL-060906;Freguesia;Semide e Rio Vide
LOCAL-061000;Concelho;Montemor-o-Velho
LOCAL-061002;Freguesia;Arazede
LOCAL-061003;Freguesia;Carapinheira
LOCAL-061005;Freguesia;Liceia
LOCAL-061006;Freguesia;Meãs do Campo
LOCAL-061008;Freguesia;Pereira
LOCAL-061009;Freguesia;Santo Varão
LOCAL-061010;Freguesia;Seixo de Gatões
LOCAL-061011;Freguesia;Tentúgal
LOCAL-061014;Freguesia;Ereira
LOCAL-061015;Freguesia;Abrunheira, Verride e Vila Nova da Barca
LOCAL-061016;Freguesia;Montemor-o-Velho e Gatões
LOCAL-061100;Concelho;Oliveira do Hospital
LOCAL-061101;Freguesia;Aldeia das Dez
LOCAL-061102;Freguesia;Alvoco das Várzeas
LOCAL-061103;Freguesia;Avô
LOCAL-061104;Freguesia;Bobadela
LOCAL-061106;Freguesia;Lagares
LOCAL-061109;Freguesia;Lourosa
LOCAL-061110;Freguesia;Meruge
LOCAL-061111;Freguesia;Nogueira do Cravo
LOCAL-061115;Freguesia;São Gião
LOCAL-061118;Freguesia;Seixo da Beira
LOCAL-061119;Freguesia;Travanca de Lagos
LOCAL-061122;Freguesia;Ervedal e Vila Franca da Beira
LOCAL-061123;Freguesia;Lagos da Beira e Lajeosa
LOCAL-061124;Freguesia;Oliveira do Hospital e São Paio de Gramaços
LOCAL-061125;Freguesia;Penalva de Alva e São Sebastião da Feira
LOCAL-061126;Freguesia;Santa Ovaia e Vila Pouca da Beira
LOCAL-061200;Concelho;Pampilhosa da Serra
LOCAL-061201;Freguesia;Cabril
LOCAL-061202;Freguesia;Dornelas do Zêzere
LOCAL-061204;Freguesia;Janeiro de Baixo
LOCAL-061206;Freguesia;Pampilhosa da Serra
LOCAL-061207;Freguesia;Pessegueiro
LOCAL-061209;Freguesia;Unhais-o-Velho
LOCAL-061211;Freguesia;Fajão-Vidual
LOCAL-061212;Freguesia;Portela do Fojo-Machio
LOCAL-061300;Concelho;Penacova
LOCAL-061301;Freguesia;Carvalho
LOCAL-061302;Freguesia;Figueira de Lorvão
LOCAL-061304;Freguesia;Lorvão
LOCAL-061307;Freguesia;Penacova
LOCAL-061310;Freguesia;Sazes do Lorvão
LOCAL-061312;Freguesia;Friúmes e Paradela
LOCAL-061313;Freguesia;Oliveira do Mondego e Travanca do Mondego
LOCAL-061314;Freguesia;São Pedro de Alva e São Paio de Mondego
LOCAL-061400;Concelho;Penela
LOCAL-061401;Freguesia;Cumeeira
LOCAL-061402;Freguesia;Espinhal
LOCAL-061403;Freguesia;Podentes
LOCAL-061407;Freguesia;São Miguel, Santa Eufémia e Rabaçal
LOCAL-061500;Concelho;Soure
LOCAL-061501;Freguesia;Alfarelos
LOCAL-061504;Freguesia;Figueiró do Campo
LOCAL-061506;Freguesia;Granja do Ulmeiro
LOCAL-061508;Freguesia;Samuel
LOCAL-061509;Freguesia;Soure
LOCAL-061510;Freguesia;Tapéus
LOCAL-061511;Freguesia;Vila Nova de Anços
LOCAL-061512;Freguesia;Vinha da Rainha
LOCAL-061513;Freguesia;Degracias e Pombalinho
